field_id,fp_id,harvest,PAN,WV_450,WV_454,WV_458,WV_462,WV_466,WV_470,WV_474,WV_478,WV_482,WV_486,WV_490,WV_494,WV_498,WV_502,WV_506,WV_510,WV_514,WV_518,WV_522,WV_526,WV_530,WV_534,WV_538,WV_542,WV_546,WV_550,WV_554,WV_558,WV_562,WV_566,WV_570,WV_574,WV_578,WV_582,WV_586,WV_590,WV_594,WV_598,WV_602,WV_606,WV_610,WV_614,WV_618,WV_622,WV_626,WV_630,WV_634,WV_638,WV_642,WV_646,WV_650,WV_654,WV_658,WV_662,WV_666,WV_670,WV_674,WV_678,WV_682,WV_686,WV_690,WV_694,WV_698,WV_702,WV_706,WV_710,WV_714,WV_718,WV_722,WV_726,WV_730,WV_734,WV_738,WV_742,WV_746,WV_750,WV_754,WV_758,WV_762,WV_766,WV_770,WV_774,WV_778,WV_782,WV_786,WV_790,WV_794,WV_798,WV_802,WV_806,WV_810,WV_814,WV_818,WV_822,WV_826,WV_830,WV_834,WV_838,WV_842,WV_846,WV_850,WV_854,WV_858,WV_862,WV_866,WV_870,WV_874,WV_878,WV_882,WV_886,WV_890,WV_894,WV_898,WV_902,WV_906,WV_910,WV_914,WV_918,WV_922,WV_926,WV_930,WV_934,WV_938,WV_942,WV_946,WV_950,WV_954,WV_958,WV_962,WV_966,WV_970,WV_974,WV_978,WV_982,WV_986,WV_990,WV_994,WV_998
g2,201,H1,25.9121,221.5036,227.5972,195.0243,234.4455,236.4446,247.1328,231.3477,252.0317,244.1603,255.1933,253.1156,255.2821,276.6374,294.3459,310.8067,331.815,379.9447,429.4216,483.7557,508.9694,548.1244,570.0642,601.4168,627.1047,645.5129,654.8053,667.5404,648.3205,658.4527,635.0661,622.4207,610.0697,599.9646,584.811,577.7324,567.5135,565.8985,563.725,556.709,554.3788,543.4062,538.1472,539.3022,534.8293,528.5187,518.6254,514.6556,499.1508,484.8382,462.9893,452.5811,442.1993,427.3223,421.595,417.6861,421.9047,445.2162,487.9084,560.6929,667.0717,809.8436,981.381,1168.6121,1362.5601,1561.0223,1762.9613,1966.2414,2169.0651,2362.0925,2531.5357,2671.0322,2792.9091,2906.6798,2982.4169,3036.2891,3083.0845,3122.6112,3155.2984,3192.1946,3228.1781,3260.3114,3288.4536,3306.606,3319.3159,3337.0225,3356.4782,3369.8257,3380.3994,3395.041,3413.411,3426.1953,3433.6279,3437.2397,3445.2574,3458.5004,3478.2802,3501.6128,3522.7959,3537.5949,3549.9705,3567.0167,3576.8574,3581.665,3582.3992,3596.0597,3611.9556,3627.3833,3636.8642,3633.1017,3624.853,3610.776,3596.2244,3588.1498,3588.2568,3584.8497,3578.2857,3539.5169,3484.9375,3424.0354,3350.1427,3285.8547,3250.3844,3211.2422,3165.8588,3149.4272,3093.161,3020.3703,2945.9803,2853.4245,2741.3996,2650.0798,2555.5674,2468.9605,2384.2849,2312.9151,2222.0647,2123.5212,2032.6009
g2,202,H1,26.7736,294.4514,270.9477,287.1808,289.2602,289.2562,299.5977,302.7497,304.2083,321.5383,328.9258,321.6084,342.9239,355.2998,363.2458,382.2558,419.3458,481.4098,490.9972,549.9002,596.0948,607.781,653.1,691.9304,699.064,728.5394,736.2082,734.8807,741.4769,746.8843,742.3612,724.1148,712.8408,720.8787,712.1132,706.8942,705.7344,704.0247,720.9947,705.6715,710.4973,709.0789,699.2743,691.11,687.6442,694.0861,697.0426,692.049,678.4914,665.4149,642.5978,630.527,617.0011,603.1785,593.8486,596.5377,599.1147,616.2858,663.4161,744.4387,862.2683,1008.4557,1179.0539,1352.8874,1530.1006,1716.669,1891.0101,2052.3273,2212.114,2369.6765,2512.4614,2626.2566,2720.3528,2814.882,2898.0114,2954.6199,2988.6584,3017.4282,3037.3479,3063.4598,3101.7779,3136.082,3163.3647,3187.4361,3217.4262,3242.2925,3265.4926,3295.7686,3318.5099,3328.5991,3330.3832,3342.8381,3360.5822,3381.172,3403.1046,3429.4315,3452.7761,3467.7734,3478.0109,3494.5799,3520.1277,3550.5519,3569.5224,3584.547,3592.1409,3608.1466,3621.5441,3634.3281,3646.5948,3660.3267,3678.1811,3696.759,3702.1765,3702.0893,3690.8508,3667.6283,3627.2875,3573.866,3511.8311,3449.6319,3403.096,3353.8828,3293.6794,3223.4117,3137.5568,3054.517,2991.8611,2933.9196,2873.1392,2804.1581,2752.7583,2684.8156,2609.8844,2561.5288,2518.84,2448.2687,2369.5317,2281.9425,2178.8778
g2,203,H1,23.6774,266.5886,259.002,283.8472,290.9954,270.0542,278.0551,320.2224,301.8409,306.0687,316.3602,330.4972,343.1556,346.9827,355.2746,378.3422,429.0991,459.7902,487.0091,515.8193,546.4682,591.9723,606.3099,640.227,642.7207,657.7984,675.8292,684.0012,698.9355,686.6275,682.4895,679.0426,667.159,666.6163,662.852,658.3714,658.1524,662.9129,661.0016,665.8577,660.1083,662.1964,664.1631,654.3556,651.5866,650.2041,660.828,652.4379,645.1441,636.3429,626.4947,615.9937,602.3935,593.4522,588.9615,590.586,599.3959,619.2928,660.7884,722.1729,814.355,938.3372,1082.8612,1235.8977,1392.0097,1545.0278,1692.9039,1846.6541,2000.749,2150.4434,2281.1845,2393.7663,2495.784,2578.3671,2646.643,2690.7368,2728.2646,2758.0403,2780.9632,2807.1851,2840.486,2875.6759,2907.7679,2928.943,2954.2549,2981.0967,3005.471,3023.4425,3031.374,3034.1476,3046.3714,3061.0391,3076.964,3086.9998,3097.0426,3114.4749,3139.6051,3162.9362,3173.0592,3177.5808,3187.4024,3204.2481,3223.1257,3239.5366,3254.0863,3267.2315,3274.4179,3283.9813,3290.6445,3309.0137,3332.6805,3356.0248,3378.5263,3377.1274,3371.9216,3349.1254,3323.5085,3296.6973,3266.3921,3250.9906,3231.8783,3208.6794,3179.5823,3121.9209,3052.8117,2955.3259,2852.2162,2762.5424,2667.8224,2586.8825,2512.442,2423.4223,2343.209,2258.2628,2162.6391,2056.7747,1952.5178,1844.0747,1729.7828
g2,204,H1,26.6925,265.8231,256.4304,258.4201,257.1007,265.037,287.2614,268.5822,267.5816,306.2299,297.1137,312.4005,319.432,337.0881,365.8416,376.0215,396.1853,431.8514,487.3771,538.6423,575.3825,599.4084,635.7682,659.6532,676.5623,698.6813,721.468,713.9042,728.4059,715.3114,692.7367,684.7217,675.4985,663.089,657.9831,653.5307,653.9926,643.3716,650.5813,641.79,632.7067,627.6611,630.6796,628.5672,622.6876,621.1838,613.2128,599.9454,589.6695,575.5992,562.3463,548.9283,529.994,513.385,504.2301,499.8754,509.9936,542.7036,601.5154,697.2593,832.8821,995.7859,1181.1421,1379.9539,1579.7266,1779.9424,1976.3271,2180.8896,2371.0582,2531.5687,2669.2601,2786.8663,2895.1303,2989.3141,3069.3899,3099.8758,3131.2391,3162.4544,3192.7734,3229.7315,3265.3076,3282.1794,3297.699,3324.8807,3357.8163,3373.2423,3373.88,3380.1826,3398.024,3417.1613,3425.1074,3433.5243,3446.3418,3453.6732,3459.5265,3471.2993,3507.0401,3545.4824,3571.2583,3568.7204,3563.8099,3559.8382,3576.371,3594.0817,3614.28,3625.1504,3637.5705,3652.7769,3662.7603,3671.1397,3673.8248,3654.0622,3633.1686,3607.3417,3581.0376,3539.6968,3482.4102,3413.2589,3356.0929,3344.3942,3333.1118,3311.0151,3257.9932,3148.5398,3026.1222,2892.0687,2767.2688,2672.8087,2602.5361,2525.2861,2432.9982,2315.5316,2222.5563,2130.5458,2034.7436,1940.6544,1873.9833,1822.8822,1769.1151
g2,205,H1,27.3315,273.0559,265.2172,272.5323,290.1015,285.7216,308.1478,303.3231,306.5403,321.3005,335.0683,341.8394,319.8319,367.5334,353.6745,396.3174,424.6618,469.839,510.5155,555.6123,603.3923,639.3476,677.1427,697.6377,712.6357,732.3211,759.1236,763.8913,770.3819,754.7473,737.3565,734.9965,714.3111,707.9112,706.5521,698.1657,689.7863,694.4945,688.9444,680.7207,670.0859,658.6888,661.521,655.537,645.2985,646.6024,643.4045,629.1181,621.4265,606.1609,590.15,578.9251,563.5768,548.7859,537.4889,536.4829,544.8349,565.981,615.8273,696.317,808.0363,970.0852,1159.9151,1358.412,1550.5387,1749.1941,1958.5812,2165.205,2368.6371,2551.7515,2721.7342,2876.0372,2996.3933,3105.3113,3178.4064,3244.0378,3285.7785,3322.069,3350.7584,3381.7959,3423.7013,3461.7464,3499.0231,3533.9614,3557.1111,3575.3525,3594.9397,3613.1041,3632.6435,3648.6232,3659.5158,3670.1137,3685.534,3702.0658,3719.9909,3738.4439,3759.1492,3780.3457,3801.9843,3823.3592,3840.5805,3858.4166,3876.6032,3887.8714,3894.788,3901.7285,3903.3779,3902.8752,3899.3628,3892.9657,3892.7061,3894.2821,3898.9399,3890.7269,3875.0455,3852.6656,3815.2435,3787.4298,3744.6153,3692.2994,3635.8912,3564.5128,3496.1107,3421.4727,3353.4492,3304.1549,3243.6117,3175.1735,3099.756,3002.4537,2918.3291,2825.6807,2729.3453,2642.9492,2547.5924,2448.8122,2339.2765,2220.3202,2083.307
g2,206,H1,26.3075,304.9528,325.172,300.5576,305.9123,301.4044,311.4875,307.2675,326.039,320.6314,344.6622,365.9484,354.2237,383.4436,380.0795,411.3311,451.0356,485.1417,512.9932,551.3154,604.822,645.5844,654.782,680.2747,712.0646,728.079,752.8308,746.5859,759.1307,768.7529,755.4137,734.4344,744.9519,724.0441,722.1344,730.5497,711.024,705.5745,712.233,717.4428,718.2379,711.919,701.5601,703.2279,704.3785,702.5704,703.4695,696.7987,682.0014,667.4673,661.2783,641.0688,617.7806,607.8416,602.4636,598.261,600.1378,626.3078,672.4411,741.5417,864.0272,1015.2073,1187.6732,1370.57,1554.1603,1732.1202,1892.0202,2068.219,2244.5485,2390.7821,2523.2085,2636.0838,2736.9197,2823.7074,2895.2378,2940.6451,2970.4967,2995.6374,3020.3431,3045.6449,3075.6111,3110.4825,3145.7873,3173.7874,3197.4944,3221.6262,3246.7959,3269.248,3283.9783,3290.2249,3288.8357,3293.8881,3311.8815,3324.058,3331.2054,3342.2456,3358.2466,3378.2974,3393.5921,3412.1935,3427.8256,3436.5529,3441.2786,3445.7693,3453.5881,3459.6606,3464.7714,3475.0126,3487.5168,3504.8258,3516.3155,3512.4262,3505.4456,3491.3027,3473.3831,3457.0916,3437.8781,3418.5413,3390.4504,3356.0456,3310.3725,3252.2315,3200.659,3152.9172,3099.7833,3061.6197,3020.7718,2955.7665,2885.0618,2801.9312,2699.7204,2585.7469,2470.1086,2343.418,2202.7394,2083.6399,2006.3054,1953.5804,1904.7891
g2,207,H1,26.2509,277.9591,258.8411,256.3867,270.1359,273.2553,280.2029,276.723,280.9881,290.9054,298.4419,301.1051,321.2673,338.7684,356.5718,377.6678,405.8366,453.566,501.7341,544.6271,572.5045,615.3732,643.8029,674.0284,688.9331,710.7667,734.7209,734.946,728.6434,734.7304,718.2955,707.0214,701.0135,683.6359,675.0568,668.6637,666.864,670.5922,671.0392,666.6484,658.6029,659.8,653.619,634.3383,647.534,654.4981,637.1349,632.9625,608.7503,596.0705,592.7934,575.5662,557.5476,546.3666,536.5525,533.5375,539.6689,563.6025,615.4473,696.6739,811.8354,961.0269,1134.5575,1318.8272,1499.4805,1676.0858,1862.9381,2042.1689,2212.6197,2369.2289,2504.8613,2633.9112,2740.5816,2826.9648,2899.8276,2959.1874,2991.5901,3012.444,3032.1993,3053.8038,3077.6579,3111.2949,3150.3538,3186.0974,3206.7974,3229.5701,3257.5278,3282.8242,3299.3184,3313.6654,3332.6763,3347.1493,3348.3806,3349.8468,3359.8873,3377.2707,3400.7416,3438.5181,3471.3264,3496.8598,3508.6883,3522.3626,3544.4975,3570.8475,3584.8238,3591.9702,3595.3864,3607.5854,3624.3329,3636.6746,3644.9433,3649.264,3649.4584,3649.09,3619.1453,3572.3215,3504.6805,3442.7504,3408.7812,3380.5976,3379.0138,3362.7107,3337.5026,3312.5997,3274.3078,3229.3291,3170.7381,3078.797,2987.0514,2880.8426,2762.8707,2644.1138,2532.1313,2432.7208,2337.4983,2286.5071,2259.7363,2237.0229,2194.6154
g2,208,H1,23.7136,224.8096,261.8453,300.2622,315.4224,285.7208,307.7842,312.8284,322.2201,318.661,364.4828,331.0766,349.9722,365.0949,375.8024,411.5732,441.0343,462.8375,495.8862,529.1582,564.4919,618.1026,632.5076,636.5714,660.6419,669.7144,692.4631,690.5763,703.5706,700.9282,692.6889,683.4992,676.1498,676.7515,663.3854,672.5965,676.6572,682.1733,678.1243,680.816,682.0346,674.0454,673.157,678.8763,682.2516,680.8853,685.4593,683.6602,681.6549,672.8951,666.2841,654.0221,638.9292,633.3996,630.9198,630.9695,637.8029,656.4382,694.0318,756.8193,857.439,974.9247,1106.7731,1247.6914,1389.0083,1527.4913,1666.0047,1796.5781,1927.3351,2053.8143,2157.3627,2259.1153,2361.3703,2443.7464,2509.6602,2547.6925,2573.7698,2603.7978,2624.9808,2647.1231,2680.3796,2713.4667,2744.8912,2776.024,2806.0223,2838.2412,2857.0296,2870.2602,2879.7796,2886.8008,2893.954,2910.1823,2928.8756,2949.6628,2966.8811,2984.2371,3004.9934,3032.2697,3060.7849,3082.7721,3103.9892,3129.4488,3155.5556,3176.7235,3193.0902,3190.9601,3192.2952,3194.5465,3212.0289,3236.8823,3260.5604,3281.5849,3277.2368,3268.4597,3257.214,3243.8961,3221.4882,3200.8491,3178.1488,3145.7832,3099.3046,3034.476,2954.6388,2871.3184,2808.5145,2730.6194,2653.0114,2576.1528,2474.6333,2413.4008,2349.4095,2277.4516,2201.1789,2125.8737,2013.6321,1902.6185,1782.7499,1658.0738,1571.492
g2,209,H1,25.967,283.5246,282.0489,282.1668,292.1156,312.3421,307.4203,311.4172,322.5533,340.2251,314.927,338.894,331.3527,376.8461,400.4861,399.69,432.7549,470.8588,539.9374,570.2935,607.8606,635.6516,676.9077,684.5841,724.5494,729.7125,745.0489,759.8177,754.5055,755.1154,748.3294,738.7413,729.6284,730.9606,723.5777,723.1218,721.3833,718.5536,712.6684,722.1697,714.9877,714.8685,710.6049,710.5558,713.6725,709.4218,699.2455,688.4549,674.7983,657.589,638.1374,631.1203,619.7001,608.0081,595.6992,586.5477,599.546,632.5745,690.1412,772.4405,892.0597,1050.8807,1223.4067,1410.8641,1604.7155,1787.1521,1972.2162,2146.6097,2320.4948,2484.3258,2625.2248,2743.5673,2838.9494,2933.4369,3017.806,3077.9061,3104.7129,3132.1115,3157.7292,3179.6052,3219.0272,3258.3981,3270.093,3272.2755,3289.9572,3321.7649,3355.3458,3372.2137,3386.7105,3400.4417,3417.9522,3433.4514,3436.1756,3440.2757,3452.4069,3474.5172,3496.9813,3511.5107,3525.4203,3544.0655,3563.2439,3579.7499,3592.916,3601.9996,3610.867,3620.4229,3626.2881,3624.0662,3618.5874,3620.5231,3624.4307,3633.6486,3643.41,3641.274,3613.3258,3580.6953,3537.1122,3489.5788,3430.9929,3349.528,3260.9079,3177.3553,3123.2433,3079.7455,3019.5082,2930.1275,2856.9236,2773.7975,2681.0237,2611.4096,2545.2297,2457.2738,2382.1866,2301.6974,2196.4138,2123.4817,2080.55,2019.8397,1955.3169
